,retweets,favorites,cleaned_tweets,month_sin,month_cos,day_sin,day_cos,hour_sin,hour_cos,min_sin,min_cos,time_to_open,time_after_close,potus_status,vader_negative,vader_neutral,vader_positive,vader_compound,negative_word,positive_word,uncertainty_word,litigious_word,constraining_word,interesting_word,modal_strong_word,modal_neutral_word,modal_weak_word,string_count,word_count,unique_words_count
5866,1,5,dtrainyc work hard and thanks,0.5,0.8660254037844387,-0.9987165071710528,-0.05064916883871266,-0.25881904510252035,-0.9659258262890684,-0.9945218953682732,-0.10452846326765423,0.0,0.0,0,0.16899999999999998,0.48200000000000004,0.349,0.3612,0,0,0,0,0,0,0,0,0,29,5,5
18579,70,147,spicedevilz realdonaldtrump how did you keep your hair looking good over the decade wow one of the few nice comment about my hair,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,-0.7071067811865477,0.7071067811865474,0.40673664307580015,0.9135454576426008,0.0,18292.0,0,0.0,0.701,0.299,0.8687,0,1,0,0,0,0,0,0,0,129,23,23
26417,4202,8303,we better get tough with radical islamic terrorist and get tough now or the life and safety of our wonderful country will be in jeopardy,-0.5000000000000004,0.8660254037844384,-0.9680771188662044,-0.2506525322587205,0.7071067811865476,-0.7071067811865475,-0.1045284632676543,0.9945218953682732,0.0,0.0,0,0.29100000000000004,0.466,0.243,-0.2083,0,1,0,0,0,0,1,0,0,136,25,25
36777,29472,98051,the people of venezuela stand at the threshold of history ready to reclaim their country and their future pic twitter com ajxd en c,0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871266,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,1,0.0,0.878,0.122,0.3612,0,0,0,0,0,0,0,0,0,131,24,24
6261,369,181,karl rove is a total loser money given to him might a well be thrown down the drain,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,0.258819045102521,-0.9659258262890682,-0.9135454576426012,0.40673664307579976,0.0,0.0,0,0.16899999999999998,0.7340000000000001,0.096,-0.3804,0,0,1,0,0,0,0,0,1,83,18,18
20577,134,184,entrepreneur what is the standard for which you want to be known identify that standard and then establish it,0.5,0.8660254037844387,-0.20129852008866028,0.9795299412524944,0.5000000000000003,-0.8660254037844385,-0.9945218953682732,-0.10452846326765423,0.0,0.0,0,0.0,0.9329999999999999,0.067,0.0772,0,0,0,0,0,0,0,0,0,109,19,19
42190,20203,115376,the number of new yorkers admitted to hospital ha dropped ainsleyearhardt foxandfriends good news,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.050649168838712635,0.9659258262890684,-0.25881904510252063,0.6691306063588581,0.7431448254773944,8553.0,0.0,1,0.0,0.688,0.312,0.5983,1,1,0,0,0,0,0,0,0,97,14,14
5781,50,25,glad to hear insideedition ha hired katherinewebb to cover superbowl she will be absolutely terrific miss usa pageant is proud,0.5,0.8660254037844387,-0.8978045395707417,-0.44039415155763423,-0.4999999999999997,-0.8660254037844388,0.4067366430758004,-0.9135454576426008,0.0,0.0,0,0.061,0.62,0.319,0.8363,1,0,0,0,0,0,1,0,0,126,20,20
34878,9432,41394,senjohnbarrasso ha a primary on august st he doesn t need any help because he is absolutely outstanding in every way but i hope the great people of wyoming will go out and show their support anyway john is absolutely top of the line ha my complete total endorsement,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.9781476007338056,0.20791169081775945,0.0,0.0,1,0.0,0.653,0.34700000000000003,0.9746,0,1,0,0,0,1,1,0,0,265,49,49
25841,786,1667,thank you colorado an honor to win nbc news gopdebate poll pic twitter com rvnuqemej,-0.8660254037844392,0.4999999999999993,-0.3943558551133187,0.9189578116202306,0.0,1.0,-0.6691306063588588,0.7431448254773937,31000.0,0.0,0,0.0,0.529,0.47100000000000003,0.8687,0,2,0,0,0,0,0,0,0,84,15,15
32470,16005,68937,so much spirit in la thank you to all of our hereos who saved many life an honor to spend time w nationalguard leo the cajunnavy pic twitter com petsl rkf,-1.0,-1.8369701987210294e-16,0.5712682150947923,0.8207634412072763,0.0,1.0,0.9781476007338056,-0.20791169081775912,33176.0,0.0,1,0.0,0.688,0.312,0.8956,0,1,0,0,0,0,0,0,0,154,31,31
5387,678,359,when you have confidence you can have a lot of fun and when you have fun you can do amazing thing realjoenamath,0.5,0.8660254037844387,0.9884683243281114,0.1514277775045767,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210294e-16,0.0,0.0,0,0.0,0.593,0.40700000000000003,0.9287,0,0,0,0,0,0,0,2,0,111,22,22
7214,32,26,trace and his team raised an amazing amount of look like a good season for charity,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,-0.8660254037844392,0.4999999999999993,0.3090169943749474,0.9510565162951536,0.0,14611.0,0,0.0,0.512,0.488,0.9081,0,1,0,0,0,0,0,0,0,82,16,16
25815,575,1158,polling donaldtrump s and bencarson s support up since sept a they head into tomorrow s cnbc republicandebate,-0.8660254037844392,0.4999999999999993,-0.72479278722912,0.6889669190756865,-0.2588190451025216,0.965925826289068,-0.8660254037844392,0.4999999999999993,0.0,28236.0,0,0.0,0.8759999999999999,0.124,0.4019,0,0,0,0,0,0,0,0,0,109,18,18
22589,274,460,what a stupid deal for verizon to buy aol for billion aol ha been bad luck for everyone who touched it worth le than billion,0.5000000000000003,-0.8660254037844385,0.6513724827222223,-0.758758122692791,0.8660254037844387,-0.4999999999999998,0.0,1.0,5358.0,0.0,0,0.221,0.642,0.13699999999999998,-0.6155,1,0,0,0,0,0,0,0,0,124,25,25
2645,73,7,iraq suffers worst bombing a total mess i told you so,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,-0.7071067811865471,-0.7071067811865479,-0.9945218953682732,-0.10452846326765423,0.0,0.0,0,0.517,0.483,0.0,-0.8172,2,0,0,0,0,0,0,0,0,53,11,11
25279,742,1627,wmikewood cnn trump shuts down cuomo i am not getting out i am going to win cuomo try sleazy trick epic fail unprofessional,-0.8660254037844392,0.4999999999999993,0.9377521321470804,0.3473052528448203,1.0,6.123233995736766e-17,-0.743144825477394,-0.6691306063588585,10284.0,0.0,0,0.23600000000000002,0.655,0.10800000000000001,-0.5423,2,1,0,0,0,0,0,0,0,123,23,23
3603,362,104,congratulation to drewbrees on setting the nfl record with consecutive game with a td pas he is a great guy and player,-0.8660254037844392,0.4999999999999993,0.9987165071710528,-0.050649168838712635,-0.4999999999999997,-0.8660254037844388,-0.20791169081775987,0.9781476007338056,0.0,0.0,0,0.0,0.742,0.258,0.8402,0,1,0,0,0,0,0,0,0,118,22,22
26579,521,1216,michaelcohen breitbartnews newday cnn abc nbcnews yet chrischristie claim absolutely did not happen in newjersey wrong,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,0.0,2109.0,0,0.124,0.8759999999999999,0.0,-0.5255,1,0,0,1,0,0,0,0,0,118,16,16
36848,18264,65730,schumer the democrat are hurting our country senate republican must take bold action,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,-0.9659258262890684,0.2588190451025203,0.5877852522924732,-0.8090169943749473,0.0,12281.0,1,0.14,0.6729999999999999,0.188,0.2323,1,0,0,0,0,0,1,0,0,84,13,13
12622,48,36,the new line of trump tie shirt and cufflink are out at macy s and are really beautiful at a really reasonable price go check them out,-0.8660254037844392,0.4999999999999993,-0.72479278722912,0.6889669190756865,-0.7071067811865471,-0.7071067811865479,-0.3090169943749477,0.9510565162951536,0.0,0.0,0,0.0,0.843,0.157,0.6689,0,1,0,0,0,0,0,0,0,134,27,27
33864,16948,69330,honduras mexico and many other country that the u s is very generous to sends many of their people to our country through our weak immigration policy caravan are heading here must pas tough law and build the wall democrat allow open border drug and crime,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306,-0.9659258262890684,0.2588190451025203,0.9510565162951536,0.30901699437494745,0.0,11523.0,1,0.16399999999999998,0.735,0.10099999999999999,-0.5318,2,0,0,2,0,0,1,0,0,254,46,46
14947,173,271,financeturd realdonaldtrump you have many more follower on twitter than mark cuban i also have far greater wealth and athleticism,0.8660254037844387,-0.4999999999999998,-0.9987165071710528,-0.05064916883871266,0.9659258262890684,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,6564.0,0.0,0,0.0,0.778,0.222,0.7177,0,1,0,0,0,0,0,0,0,129,20,20
2510,88,37,barackobama finally talking tough on china he s repeating my exact word where ha he been for year,-0.4999999999999997,-0.8660254037844388,0.485301962531081,-0.8743466161445821,1.2246467991473532e-16,-1.0,0.4067366430758004,-0.9135454576426008,0.0,0.0,0,0.073,0.927,0.0,-0.128,0,0,0,0,0,0,0,0,0,97,18,18
32461,14502,82553,stock market up month in a row,-1.0,-1.8369701987210294e-16,0.2012985200886601,0.9795299412524944,-1.0,-1.8369701987210294e-16,-0.9781476007338058,0.20791169081775854,0.0,10058.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,7,7
19078,28,36,tray u realdonaldtrump if america wa under the threat of imminent attack would obama use torture or a kiss,-2.4492935982947064e-16,1.0,0.485301962531081,-0.8743466161445821,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475,21204.0,0.0,0,0.33299999999999996,0.5770000000000001,0.09,-0.8225,1,0,0,0,0,0,0,1,0,106,19,19
21627,65,92,tijfbutler greatest easter greeting ever rt realdonaldtrump i wish everyone including the hater and loser a very happy easter,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.0,0.0,0,0.18100000000000002,0.44,0.379,0.8012,0,2,0,0,0,0,0,0,0,125,19,19
1674,55,10,i ll be interviewed by greta van susteren gretawire tonight at pm et on fox,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,0.258819045102521,-0.9659258262890682,-0.9781476007338058,0.20791169081775854,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,75,15,15
13853,266,214,realize that an entrepreneur s most important gift to the world is job security and well being for others midas touch,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723,0.0,0.0,0,0.0,0.6890000000000001,0.311,0.7698,0,0,0,0,0,0,0,0,0,117,21,21
5228,2,0,kryssitoocool thank you,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,0.5000000000000003,-0.8660254037844385,0.7431448254773941,0.6691306063588582,0.0,0.0,0,0.0,0.545,0.455,0.3612,0,0,0,0,0,0,0,0,0,23,3,3
714,399,152,when will our nation s sacrifice be respectfully appreciated iraq and libya should reimburse u in oil,-0.8660254037844392,0.4999999999999993,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,-0.10452846326765304,-0.9945218953682734,0.0,0.0,0,0.0,0.7,0.3,0.7184,1,0,0,0,0,0,1,1,0,101,17,17
8656,52,78,mom realdonaldtrump when i watch the cloud all i see is your face and think success wow,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,0.913545457642601,-0.4067366430758001,0.0,22763.0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,87,17,17
21763,41,78,pctech for american prosperity now and for our child s child there is only one choice donald trump for president,0.8660254037844387,-0.4999999999999998,0.8978045395707416,-0.4403941515576344,-0.2588190451025216,0.965925826289068,-0.1045284632676543,0.9945218953682732,0.0,28761.0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,112,20,20
42776,25741,83444,so the so called hhs whistleblower wa against hydroxychloroquine then why did he make and sign an emergency use authorization norahodonnell said he shared his concern with a reporter in other word he leaked a dumb minute hit job on a grandstanding never trumper,0.5000000000000003,-0.8660254037844385,-0.4853019625310808,-0.8743466161445822,0.7071067811865476,-0.7071067811865475,-0.9945218953682732,-0.10452846326765423,0.0,0.0,1,0.175,0.779,0.046,-0.7798,2,0,0,1,0,0,1,0,0,261,44,44
12424,21,16,i m a democrat have not been your biggest fan but you made some very good point on the davidletterman show tonight,-0.8660254037844392,0.4999999999999993,-0.29936312297335776,-0.9541392564000488,-0.2588190451025216,0.965925826289068,0.6691306063588583,-0.7431448254773941,0.0,26602.0,0,0.0,0.78,0.22,0.7131,0,1,0,0,0,0,0,0,0,114,22,22
9167,4,1,cous thanks,0.5000000000000003,-0.8660254037844385,-0.7907757369376986,-0.6121059825476627,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475,0.0,0.0,0,0.0,0.408,0.5920000000000001,0.4404,0,0,0,0,0,0,0,0,0,11,2,2
33161,6716,35061,departing nafw for st charles missouri to help push our plan for historic tax cut across the finish line a successful vote in the senate this week will bring u one giant step closer to delivering an incredible victory for the american people pic twitter com xf srwdv u,-0.5000000000000004,0.8660254037844384,-0.3943558551133187,0.9189578116202306,1.2246467991473532e-16,-1.0,-0.4067366430757998,-0.9135454576426012,0.0,0.0,1,0.057,0.812,0.131,0.5939,1,2,0,0,0,1,1,0,0,268,49,49
43223,31362,97667,crooked hillary clinton in they are called suppression poll and are put out to dampen enthusiasm despite year of phony witch hunt we are winning and will close it out on november rd pic twitter com ihuluzjsv,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.050649168838712635,-0.4999999999999997,-0.8660254037844388,0.9945218953682732,0.10452846326765368,0.0,0.0,1,0.059000000000000004,0.784,0.157,0.6239,1,3,0,0,0,0,1,0,0,207,37,37
2527,28,14,i ll be on foxandfriends this monday at am be sure to tune in,-0.4999999999999997,-0.8660254037844388,0.485301962531081,-0.8743466161445821,-0.7071067811865471,-0.7071067811865479,0.20791169081775973,-0.9781476007338056,0.0,0.0,0,0.0,0.8590000000000001,0.141,0.3182,0,0,0,0,0,0,0,0,0,61,14,14
31570,10636,48192,the failing nytimes would do much better if they were honest,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,0.5000000000000003,-0.8660254037844385,0.4067366430758004,-0.9135454576426008,0.0,0.0,1,0.205,0.629,0.166,-0.1759,1,1,0,0,0,0,0,1,0,60,11,11
26374,519,1220,tcash realdonaldtrump kimguilfoyle foxnews he will make america great again,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,-0.2588190451025216,0.965925826289068,0.9135454576426008,0.4067366430758004,0.0,25906.0,0,0.0,0.785,0.215,0.6249,0,1,0,0,0,0,1,0,0,75,10,10
26655,593,1593,re crippled america i am signing book for the next two week order yours for holiday gift,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,-0.25881904510252035,-0.9659258262890684,0.9781476007338056,-0.20791169081775912,0.0,0.0,0,0.0,0.857,0.14300000000000002,0.4574,0,0,0,0,0,0,0,0,0,88,17,17
29006,972,4629,megynkelly realdonaldtrump best interview that i have ever seen,0.5000000000000003,-0.8660254037844385,-0.29936312297335776,-0.9541392564000488,-0.9659258262890684,0.2588190451025203,-0.9510565162951536,0.30901699437494723,0.0,13722.0,0,0.0,0.741,0.259,0.6369,0,1,0,0,0,0,1,0,0,63,9,9
12705,4,1,duncanrj thanks,-0.8660254037844392,0.4999999999999993,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479,-0.9945218953682732,-0.10452846326765423,0.0,0.0,0,0.0,0.408,0.5920000000000001,0.4404,0,0,0,0,0,0,0,0,0,15,2,2
22397,14,34,rockinjoe i can t wait to find out yes or no mr trump is so brilliant great at business he can run the country thanks,0.5000000000000003,-0.8660254037844385,0.39435585511331855,0.9189578116202306,-0.965925826289068,-0.2588190451025215,0.3090169943749475,-0.9510565162951536,0.0,5274.0,0,0.0,0.648,0.35200000000000004,0.9177,0,2,0,0,0,0,0,2,0,117,25,25
109,30,10,i ll be turning the table on larry king this saturday night i ll be interviewing him in honor of the th anniversary of his show,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479,-0.6691306063588579,-0.7431448254773945,0.0,0.0,0,0.0,0.878,0.122,0.4939,0,1,0,0,0,0,0,0,0,127,26,26
42821,31227,129664,spokesman speaks stupidly on behalf of china trying desperately to deflect the pain and carnage that their country spread throughout the world it disinformation and propaganda attack on the united state and europe is a disgrace,0.5000000000000003,-0.8660254037844385,-0.7907757369376986,-0.6121059825476627,-0.8660254037844392,0.4999999999999993,-0.587785252292473,-0.8090169943749475,0.0,16590.0,1,0.35100000000000003,0.5920000000000001,0.057,-0.9246,1,0,0,0,0,0,0,0,0,227,36,36
22199,19,31,usuallybogey without realdonaldtrump we will be stuck with hilary clinton trump i agree,0.8660254037844387,-0.4999999999999998,-0.9987165071710528,-0.05064916883871266,0.8660254037844387,-0.4999999999999998,0.5,0.8660254037844387,5078.0,0.0,0,0.10300000000000001,0.769,0.128,0.128,0,0,0,0,0,0,1,0,0,87,13,13
34866,7479,37639,congratulation to our new deptvetaffairs secretary robert wilkie pic twitter com erqwjzuik,-0.4999999999999997,-0.8660254037844388,-0.20129852008866028,0.9795299412524944,-0.965925826289068,-0.2588190451025215,-0.9945218953682732,-0.10452846326765423,0.0,6252.0,1,0.0,0.6559999999999999,0.344,0.636,0,0,0,0,0,0,0,0,0,90,12,12
26392,1984,4782,rumor ha it pataki kasich senator lindsey graham are dropping out of the race very soon hope it s not true they re so easy to beat,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0,0.071,0.727,0.20199999999999999,0.6521,0,1,1,0,0,0,0,0,0,130,27,27
28469,7828,18897,just announced that a many a isi fighter have infiltrated europe also many in u s i told you so i alone can fix this problem,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,0.5000000000000003,-0.8660254037844385,-0.7431448254773946,0.6691306063588578,0.0,0.0,0,0.231,0.769,0.0,-0.7104,1,0,0,0,0,0,0,1,0,124,26,26
36955,25591,120790,i d like to thank all of the great republican senator who bravely voted for strong border security and the wall this will help stop crime human trafficking and drug entering our country watch when you get back to your state they will love you more than ever before,1.0,6.123233995736766e-17,0.10116832198743228,-0.9948693233918952,1.2246467991473532e-16,-1.0,-0.9510565162951536,-0.3090169943749476,0.0,0.0,1,0.08199999999999999,0.545,0.373,0.9653,2,2,0,1,0,0,2,0,0,264,49,49
23246,240,502,i am really happy that hillary made her speech right under trump world tower,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.258819045102521,-0.9659258262890682,-0.9781476007338056,-0.2079116908177598,0.0,0.0,0,0.0,0.752,0.248,0.6468,0,1,0,0,0,0,0,0,0,76,14,14
27021,3467,7378,woman defy medium narrative love trump at packed michigan rally video pic twitter com de odwirqi,-2.4492935982947064e-16,1.0,-0.9680771188662044,-0.2506525322587205,-0.8660254037844385,-0.5000000000000004,0.9781476007338056,0.20791169081775945,0.0,793.0,0,0.0,0.741,0.259,0.6369,0,0,0,0,0,0,0,0,0,96,16,16
5958,0,0,thanks christopher,0.5,0.8660254037844387,-0.9377521321470804,0.3473052528448203,-0.7071067811865471,-0.7071067811865479,-0.3090169943749473,-0.9510565162951536,0.0,0.0,0,0.0,0.408,0.5920000000000001,0.4404,0,0,0,0,0,0,0,0,0,18,2,2
10096,1,3,kennymacaskill thanks,-0.4999999999999997,-0.8660254037844388,0.5712682150947923,0.8207634412072763,0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.104528463267653,17018.0,0.0,0,0.0,0.385,0.615,0.4926,0,0,0,0,0,0,0,0,0,21,2,2
21519,211,186,simply take a big goal and mold yourself to become the person who can accomplish that goal think big,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210294e-16,0.0,0.0,0,0.0,0.872,0.128,0.4215,0,1,0,0,0,0,0,1,0,100,19,19
24746,1894,2840,jeb is spending million of dollar on hit ad funded by lobbyist special interest bad system,-1.0,-1.8369701987210294e-16,0.2012985200886601,0.9795299412524944,0.5000000000000003,-0.8660254037844385,-0.4067366430758009,0.9135454576426004,0.0,0.0,0,0.158,0.631,0.212,0.0516,1,0,0,0,0,0,0,0,0,90,16,16
35174,15042,84887,add the world cup to our long list of accomplishment,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,-0.8660254037844392,0.4999999999999993,0.8090169943749475,-0.587785252292473,0.0,15719.0,1,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,52,10,10
21988,10,13,john siracusa great hearing you realdonaldtrump speak with donimus on theimusshow this am you enhance the dialogue on all program,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952,-0.9659258262890684,0.2588190451025203,0.9781476007338056,-0.20791169081775912,0.0,11820.0,0,0.0,0.8490000000000001,0.151,0.6249,0,2,0,0,0,0,0,0,0,129,20,20
22063,16,52,popularposters realdonaldtrump you are the only man running for president that know how to handle the job,0.8660254037844387,-0.4999999999999998,-0.4853019625310808,-0.8743466161445822,-0.5000000000000004,0.8660254037844384,-0.8090169943749476,0.5877852522924729,0.0,24704.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,105,17,17
21957,24,26,helpfulcook realdonaldtrump let s get trump trending like crazy,0.8660254037844387,-0.4999999999999998,0.10116832198743228,-0.9948693233918952,-0.2588190451025216,0.965925826289068,0.0,1.0,0.0,25212.0,0,0.152,0.634,0.214,0.2444,0,0,0,0,0,0,0,0,0,63,9,9
161,37,13,coming up soon the two hour premiere of the apprentice next thursday september th at pm on nbc,-1.0,-1.8369701987210294e-16,0.9680771188662044,-0.2506525322587204,0.258819045102521,-0.9659258262890682,0.10452846326765372,-0.9945218953682732,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,94,18,18
8727,25,18,great photo with ivankatrump and joan river from this week s apprenticenbc,0.8660254037844387,-0.4999999999999998,-0.3943558551133187,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-0.5877852522924734,0.8090169943749473,0.0,3262.0,0,0.0,0.76,0.24,0.6249,0,1,0,0,0,0,0,0,0,74,12,12
24691,1213,2307,true thanks,-0.8660254037844385,-0.5000000000000004,-0.9377521321470804,0.3473052528448203,0.258819045102521,-0.9659258262890682,0.8090169943749475,0.5877852522924731,0.0,0.0,0,0.0,0.41700000000000004,0.583,0.4215,0,0,0,0,0,0,0,0,0,11,2,2
35633,23372,87605,wow john james is making headway in michigan we are bringing job back to the state and the people of michigan appreciate it debbie stabenow ha been no help if anything a major hindrance john james is a star i hope the voter see it poll are tightening,-0.8660254037844392,0.4999999999999993,-0.10116832198743204,-0.9948693233918952,-0.25881904510252035,-0.9659258262890684,-0.8660254037844392,0.4999999999999993,0.0,0.0,1,0.08900000000000001,0.733,0.17800000000000002,0.733,2,0,0,0,0,0,0,0,0,250,48,48
3428,214,33,china ha done very well under obama now they just released their first aircraft carrier,-1.0,-1.8369701987210294e-16,-0.8486442574947509,0.5289640103269624,-0.7071067811865471,-0.7071067811865479,-0.9135454576426004,-0.4067366430758009,0.0,0.0,0,0.0,0.8540000000000001,0.146,0.3384,0,0,0,0,0,0,0,0,0,87,15,15
447,363,272,unemployment is plaguing both black and hispanic youth very troubling,-0.8660254037844385,-0.5000000000000004,0.10116832198743228,-0.9948693233918952,-0.25881904510252035,-0.9659258262890684,-0.9135454576426004,-0.4067366430758009,0.0,0.0,0,0.456,0.544,0.0,-0.7713,1,0,0,0,0,0,0,0,0,69,10,10
8071,23,16,class of wwehof,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,-0.5000000000000004,0.8660254037844384,0.9945218953682734,-0.10452846326765332,0.0,22569.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,15,3,3
4802,9,7,amishflyers try trump grill in trump tower excellent food good price enjoy your visit,-0.5000000000000004,0.8660254037844384,-0.20129852008866028,0.9795299412524944,-0.4999999999999997,-0.8660254037844388,-0.9945218953682734,0.104528463267653,0.0,0.0,0,0.0,0.55,0.45,0.8689,0,3,0,0,0,0,0,0,0,85,14,14
42212,9949,55491,thank you erin,0.8660254037844387,-0.4999999999999998,0.9680771188662044,-0.2506525322587204,-0.2588190451025216,0.965925826289068,-1.0,-1.8369701987210294e-16,0.0,27948.0,1,0.0,0.518,0.48200000000000004,0.4199,0,0,0,0,0,0,0,0,0,14,3,3
29396,5180,14893,clinton is trying to wash away her bad judgement call on brexit with big dollar ad disgraceful,1.2246467991473532e-16,-1.0,-0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,10426.0,0.0,0,0.192,0.8079999999999999,0.0,-0.5848,2,0,0,0,0,0,0,0,0,94,17,17
11259,0,0,walterozaraga trumptowerny thanks,-0.8660254037844385,-0.5000000000000004,-0.9680771188662044,-0.2506525322587205,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999993,0.0,0.0,0,0.0,0.58,0.42,0.4404,0,0,0,0,0,0,0,0,0,33,3,3
25367,609,1146,crowd gather to hear trump speech in la,-0.8660254037844392,0.4999999999999993,0.9680771188662044,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999993,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,8,8
2337,150,58,on friday vpbiden said that china ha better city and airport than the u well what ha barackobama done about it the last year,1.2246467991473532e-16,-1.0,-0.4853019625310808,-0.8743466161445822,-0.7071067811865471,-0.7071067811865479,-0.8090169943749473,-0.5877852522924732,0.0,0.0,0,0.0,0.825,0.175,0.6476,0,1,0,0,0,0,0,0,0,124,24,24
43150,28485,177496,really big job report great going president trump kidding but true,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624,0.9659258262890684,-0.25881904510252063,-0.3090169943749473,-0.9510565162951536,7010.0,0.0,1,0.0,0.508,0.49200000000000005,0.7745,0,1,0,0,0,0,0,0,0,66,11,11
41273,22141,65840,democrat admitting the impeachment hoax,0.5,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.9659258262890682,0.25881904510252096,-0.8090169943749476,0.5877852522924729,13087.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,5,5
9280,27,20,via suntimes trump win at trial call woman suing him horrible human being,0.5000000000000003,-0.8660254037844385,-0.9884683243281114,0.15142777750457667,1.2246467991473532e-16,-1.0,-0.7431448254773946,0.6691306063588578,0.0,0.0,0,0.263,0.563,0.174,-0.2263,1,1,0,1,0,0,0,0,0,73,13,13
12496,6,5,nymag i hope everybody possible cancel their subscription to the failing boring abd totally biased new york ragazine save your money,-0.8660254037844392,0.4999999999999993,-0.651372482722222,-0.7587581226927911,-0.7071067811865477,0.7071067811865474,0.10452846326765372,-0.9945218953682732,0.0,19792.0,0,0.35,0.55,0.1,-0.7419,2,0,1,0,0,0,0,0,1,132,21,21
37849,18723,75645,john solomon factual error and major omission in the mueller report show that it is totally biased against trump,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,0.25881904510252074,0.9659258262890684,-0.9135454576426012,0.40673664307579976,27628.0,0.0,1,0.22,0.78,0.0,-0.5849,3,0,0,0,0,0,0,0,0,112,19,19
13413,364,326,entrepreneur put everything you ve got into what you re doing be totally focused nothing should be haphazard,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667,0.258819045102521,-0.9659258262890682,-0.9781476007338058,0.20791169081775854,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,108,18,18
